"Story","Title","Result","Date","Stability","Duration (s)"
"Buscar producto","Validar que un cliente pueda agregar un producto al carrito de compras","SUCCESS","2022-08-15T23:19:28.965-05:00[America/Bogota]","0.0","34.83"
